headlines,date,type
A<c3><b1>o bisiesto,2020-03-01,topTrendingOnSm
Maryland basketball,2020-03-01,topTrendingOnSm
Trader Joe's,2020-03-01,topTrendingOnSm
Liverpool,2020-03-01,topTrendingOnSm
Tom Steyer,2020-03-01,topTrendingOnSm
New Drake,2020-03-01,topTrendingOnSm
Isaiah Simmons,2020-03-01,topTrendingOnSm
Carrie Symonds,2020-03-01,topTrendingOnSm
Shake Milton,2020-03-01,topTrendingOnSm
"Updated 03:09This is a direct quote from Joe Biden:""We hold these truths to be self-evident. All men and women created by the you know, you know the thing.""https://t.co/A0MRpMmIWk<e2><80><94> Steve Guest (@SteveGuest) ",2020-03-02,topTweets
I do not believe we will defeat Donald Trump with a candidate like Joe Biden who supported the Iraq War. https://t.co/8tII7O3Mal<e2><80><94> Bernie Sanders (@BernieSanders) ,2020-03-02,topTweets
"When it<e2><80><99>s about Cameron, all bets are off<f0><9f><98><ad> https://t.co/4ZeStSBLJI<e2><80><94> Skai (@skaijackson) ",2020-03-02,topTweets
Former South Bend Mayor Buttigieg Suspends Presidential Bid : NPR,2020-03-02,topNewsHeadlines
Pete Buttigieg is ending his presidential bid,2020-03-02,topNewsHeadlines
"Amy Klobuchar drops out of presidential race, will endorse Biden",2020-03-02,topNewsHeadlines
2nd person dies in Washington state from coronavirus,2020-03-02,topNewsHeadlines
Federal judge orders Hillary Clinton deposition to address private emails: 'Still more to learn',2020-03-02,topNewsHeadlines
Churchgoers in Selma turn their backs on Bloomberg during service,2020-03-02,topNewsHeadlines
MSNBC host Chris Matthews announces resignation amid series of controversies,2020-03-02,topNewsHeadlines
James Lipton Dead: 'Actors Studio' Host and Creator Was 93,2020-03-02,topNewsHeadlines
"Inside Delhi: beaten, lynched and burnt alive",2020-03-02,topNewsHeadlines
BTS Achieves Fourth No. 1 Album on Billboard 200 Chart With <e2><80><98>Map of the Soul: 7<e2><80><99>,2020-03-02,topNewsHeadlines
Nick Sandmann<e2><80><99>s Lawyers Filing Lawsuits Against Five More Media Companies,2020-03-02,topNewsHeadlines
Judge Judy,2020-03-02,topTrendingOnSm
Wendy's breakfast,2020-03-02,topTrendingOnSm
Jack Welch,2020-03-02,topTrendingOnSm
James Lipton,2020-03-02,topTrendingOnSm
DAYLIGHT SAVINGS,2020-03-02,topTrendingOnSm
Dow futures,2020-03-02,topTrendingOnSm
Manatee County,2020-03-02,topTrendingOnSm
Robinhood,2020-03-02,topTrendingOnSm
Flavor Flav,2020-03-02,topTrendingOnSm
Mikaela Spielberg,2020-03-02,topTrendingOnSm
Real Madrid,2020-03-02,topTrendingOnSm
#ThankYouPete,2020-03-02,topTrendingOnSm
"Updated 03:09When it<e2><80><99>s about Cameron, all bets are off<f0><9f><98><ad> https://t.co/4ZeStSBLJI<e2><80><94> Skai (@skaijackson) March 2, 2020If you can vote, show up today for those who can't<e2><80><94>The disenfranchised, who deserve their rights restored. The undocumented, who deserve a path to citizenship.Our kids, who deserve a healthy and habitable planet.<e2><80><94> Bernie Sanders (@BernieSanders) ",2020-03-03,topTweets
"how i want my bridesmaids dresses to correspond w each other and not match https://t.co/Tucx6whu3f<e2><80><94> MoonChild (@xscisci) March 2, 2020",2020-03-03,topTweets
At least 8 dead after tornado rips through Nashville and central Tennessee,2020-03-03,topNewsHeadlines
"Amy Klobuchar drops out of presidential race, will endorse Biden",2020-03-03,topNewsHeadlines
Federal judge orders Hillary Clinton deposition to address private emails: 'Still more to learn',2020-03-03,topNewsHeadlines
James Lipton Dead: 'Actors Studio' Host and Creator Was 93,2020-03-03,topNewsHeadlines
MSNBC host Chris Matthews announces resignation amid series of controversies,2020-03-03,topNewsHeadlines
Coronavirus updates: COVID-19 kills 6 people in Washington state,2020-03-03,topNewsHeadlines
"Texas closes hundreds of polling sites, making it harder for minorities to vote",2020-03-03,topNewsHeadlines
Trump donates $100G salary for coronavirus relief,2020-03-03,topNewsHeadlines
"Nashville area tornadoes kill at least 7, and one hit CBS affiliate directly",2020-03-03,topNewsHeadlines
Trump Donates 4th Quarter Salary to Health & Human Services,2020-03-03,topNewsHeadlines
Joe Biden Declares Beto O<e2><80><99>Rourke To Lead Biden<e2><80><99>s Anti-Gun Agenda,2020-03-03,topNewsHeadlines
Chris Matthews,2020-03-03,topTrendingOnSm
#VoteForBernie,2020-03-03,topTrendingOnSm
Fulton County,2020-03-03,topTrendingOnSm
American Samoa,2020-03-03,topTrendingOnSm
Germantown,2020-03-03,topTrendingOnSm
Favorite OST,2020-03-03,topTrendingOnSm
Lavar Ball,2020-03-03,topTrendingOnSm
Beto,2020-03-03,topTrendingOnSm
Donna Brazile,2020-03-03,topTrendingOnSm
#IVoted,2020-03-03,topTrendingOnSm
#WarrenJobs,2020-03-03,topTrendingOnSm
#WelcomeBackScoups,2020-03-03,topTrendingOnSm
"Updated 03:09Ten years ago, I said <e2><80><9c>One day<e2><80><9d>Yesterday, I said <e2><80><9c>Day One<e2><80><9d> https://t.co/2XYtziH5xF<e2><80><94> Janel Drewis (@the_jan_man) March 3, 2020A one-year update from Alex: https://t.co/W9101suZeZ<e2><80><94> Jeopardy! (@Jeopardy) ",2020-03-04,topTweets
"Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let<e2><80><99>s stay calm, listen to the experts, and follow the science.<e2><80><94> Barack Obama (@BarackObama) ",2020-03-04,topTweets
Mike Bloomberg drops out of the 2020 presidential race,2020-03-04,topNewsHeadlines
BREAKING: Michael Bloomberg Suspends Presidential Campaign,2020-03-04,topNewsHeadlines
Denver councilwoman tweets 'solidarity' with spreading coronavirus at Trump rallies,2020-03-04,topNewsHeadlines
Kellyanne Conway<e2><80><99>s husband donates to Biden campaign,2020-03-04,topNewsHeadlines
Australia's New South Wales free from bushfires for first time in more than 240 days,2020-03-04,topNewsHeadlines
Chief Justice Roberts issues rare rebuke to Schumer's 'dangerous' and 'irresponsible' comments; Schumer fires back,2020-03-04,topNewsHeadlines
"Tornadoes kill at least 25 in Tennessee as Nashville sees ""stunning"" damage",2020-03-04,topNewsHeadlines
Trump Donates Quarter 4 Salary To HHS To Help Fight Coronavirus,2020-03-04,topNewsHeadlines
"Coronavirus: First COVID-19 case confirmed in North Carolina, patient traveled through RDU in late February",2020-03-04,topNewsHeadlines
2 killed and at least 40 structures collapsed after a powerful tornado tore through the Nashville area overnight,2020-03-04,topNewsHeadlines
This Ros<c3><a9> Drink Mix From Walmart Makes Water Taste Like Wine,2020-03-04,topNewsHeadlines
Vanessa Marquez,2020-03-04,topTrendingOnSm
Chelsea vs Liverpool,2020-03-04,topTrendingOnSm
Nashville tornado,2020-03-04,topTrendingOnSm
76ers vs Lakers,2020-03-04,topTrendingOnSm
Coronavirus Georgia,2020-03-04,topTrendingOnSm
Tulsi Gabbard,2020-03-04,topTrendingOnSm
Voting results,2020-03-04,topTrendingOnSm
American Samoa,2020-03-04,topTrendingOnSm
Hunter Biden,2020-03-04,topTrendingOnSm
Alex Trebek,2020-03-04,topTrendingOnSm
Courtney Stodden,2020-03-04,topTrendingOnSm
Johnny Boychuk,2020-03-04,topTrendingOnSm
Updated 03:09I just landed at JFK after reporting on #coronavirus in Milan and Lombardy <e2><80><94>the epicenter of Italy<e2><80><99>s  outbreak<e2><80><94> for @vicenews. I walked right through US customs. They didn<e2><80><99>t ask me where in Italy I went or if I came into contact with sick people. They didn<e2><80><99>t ask me anything.<e2><80><94> Julia Lindau (@julialindau) ,2020-03-05,topTweets
"<e2><80><9c>Not gonna let it get to my head<e2><80><9d>Me all day: https://t.co/oKjEtkIUgq<e2><80><94> abod (@abod_alnasr) March 4, 2020Our work continues, the fight goes on, and big dreams never die. From the bottom of my heart, thank you. https://t.co/28kyKe777L<e2><80><94> Elizabeth Warren (@ewarren) ",2020-03-05,topTweets
"Elizabeth Warren, Once a Front-Runner, Will Drop Out of Presidential Race",2020-03-05,topNewsHeadlines
"In rare rebuke, Chief Justice Roberts slams Schumer for 'threatening' comments",2020-03-05,topNewsHeadlines
Mike Bloomberg drops out of the 2020 presidential race,2020-03-05,topNewsHeadlines
Katy Perry Announces Pregnancy in ''Never Worn White'' Music Video,2020-03-05,topNewsHeadlines
Jill Biden fights off protesters who stormed onstage during Joe Biden's Super Tuesday speech,2020-03-05,topNewsHeadlines
Warren's exit raises questions about women's role in politics,2020-03-05,topNewsHeadlines
"Dixie Chicks Announce First Album In 14 Years, 'Gaslighter,' Share Title Track",2020-03-05,topNewsHeadlines
This Ros<c3><a9> Drink Mix From Walmart Makes Water Taste Like Wine,2020-03-05,topNewsHeadlines
"Sanders condemns his supporters' 'ugly, personal attacks' against Warren",2020-03-05,topNewsHeadlines
"Schumer faces growing backlash over Supreme Court comment, Trump calls for 'serious action'",2020-03-05,topNewsHeadlines
Tennessee tornado victims James and Donna Eaton were married 58 years,2020-03-05,topNewsHeadlines
Katy Perry,2020-03-05,topTrendingOnSm
Nicki Minaj,2020-03-05,topTrendingOnSm
No Time to Die,2020-03-05,topTrendingOnSm
Alex Trebek,2020-03-05,topTrendingOnSm
Lil Peep,2020-03-05,topTrendingOnSm
Nik Wallenda,2020-03-05,topTrendingOnSm
Tulsi Gabbard,2020-03-05,topTrendingOnSm
Coronavirus Los Angeles,2020-03-05,topTrendingOnSm
Williamson County TN,2020-03-05,topTrendingOnSm
Aaron Schock,2020-03-05,topTrendingOnSm
Nathaniel Woods,2020-03-05,topTrendingOnSm
Courtney Stodden,2020-03-05,topTrendingOnSm
Updated 03:09The coronavirus panic is dumb<e2><80><94> Elon Musk (@elonmusk) ,2020-03-06,topTweets
"In 2012, I wore a hoodie on the House Floor to make a statement about the deadly consequences of racial profiling. On Wednesday, @RepMattGaetz wore a gas mask in the chamber, making light of an epidemic that has killed 14 Americans.Guess which one of us was forcibly removed. https://t.co/nh2LHPeIFW<e2><80><94> Bobby L. Rush (@RepBobbyRush) ",2020-03-06,topTweets
Young people: this is your election.You have the chance to transform this country.Vote!<e2><80><94> Bernie Sanders (@BernieSanders) ,2020-03-06,topTweets
Why Elizabeth Warren Won't Be the Democratic Nominee,2020-03-06,topNewsHeadlines
Alabama inmate Nathaniel Woods executed,2020-03-06,topNewsHeadlines
The Last of Us TV Show In the Works at HBO - IGN,2020-03-06,topNewsHeadlines
"Bernie Sanders' Medicare for All policy would likely increase wages and create jobs, new economic analysis shows",2020-03-06,topNewsHeadlines
Costco Is Selling Premade Vodka Jell-O Shots,2020-03-06,topNewsHeadlines
"Judge demands unredacted Mueller report, questions Barr's 'credibility'",2020-03-06,topNewsHeadlines
Trump moves forward with cutting off funds to sanctuary cities: 'Do not protect criminals!',2020-03-06,topNewsHeadlines
The Kids in the Hall to Return to Amazon With New Episodes,2020-03-06,topNewsHeadlines
Justice Ruth Bader Ginsburg dominates in abortion case,2020-03-06,topNewsHeadlines
"Group of teens viciously attack, rob 15-year-old girl in Brooklyn: Police",2020-03-06,topNewsHeadlines
21-foot flamingo unveiled as new main terminal art at Tampa International Airport,2020-03-06,topNewsHeadlines
#NathanielWoods,2020-03-06,topTrendingOnSm
Eternal Atake,2020-03-06,topTrendingOnSm
#EmployeeAppreciationDay,2020-03-06,topTrendingOnSm
#CHILOMBO,2020-03-06,topTrendingOnSm
Hilary Rosen,2020-03-06,topTrendingOnSm
Mark Meadows,2020-03-06,topTrendingOnSm
#SmackDown,2020-03-06,topTrendingOnSm
SXSW,2020-03-06,topTrendingOnSm
#ILoveMe,2020-03-06,topTrendingOnSm
AR-15,2020-03-06,topTrendingOnSm
Brian Williams,2020-03-06,topTrendingOnSm
Captain Hook,2020-03-06,topTrendingOnSm
Updated 03:09I hope she knows she<e2><80><99>s going in the history books for iconic figures in the 21st century https://t.co/1yFOuVoahG<e2><80><94> Nick (@neekoelaus) ,2020-03-07,topTweets
The Lakers have clinched a playoff berth for the first time since 2013. https://t.co/lwOd09mlCk<e2><80><94> SportsCenter (@SportsCenter) ,2020-03-07,topTweets
"BREAKING: The White House overruled health officials who wanted to recommend that elderly and physically fragile Americans avoid flying on commercial airlines because of the new coronavirus, a federal official tells The Associated Press. https://t.co/bX0PayidMb<e2><80><94> The Associated Press (@AP) March 8, 2020",2020-03-07,topTweets
Shocking Video: Group Stomps 15-Year-Old Girl On Brooklyn Sidewalk,2020-03-07,topNewsHeadlines
Post Malone Struggling to Perform after Drug Problems (falls off stage and acts strange),2020-03-07,topNewsHeadlines
"Trump campaign sues CNN over <e2><80><98>false and defamatory<e2><80><99> statements, seeks millions in damages",2020-03-07,topNewsHeadlines
"US jobs report February 2020: nonfarm payrolls up 273,000; unemployment 3.5%",2020-03-07,topNewsHeadlines
Heartbreaking': Remains found believed to be missing 15-month old Evelyn Boswell,2020-03-07,topNewsHeadlines
"McCoy Tyner, Piano Legend and John Coltrane Collaborator, Dead at 81",2020-03-07,topNewsHeadlines
"""Humanity at its finest"": Man dies years after young girl's friendship saved him",2020-03-07,topNewsHeadlines
Community leaves teddy bears and stuffed animals near road where TBI believes Evelyn Boswell<e2><80><99>s remains were found,2020-03-07,topNewsHeadlines
Trump says he'll cut entitlements like Social Security and Medicare if reelected to shrink trillions in national debt,2020-03-07,topNewsHeadlines
Fox News election town hall with Trump is most watched in cable history,2020-03-07,topNewsHeadlines
"Blind man fails citizenship test because he couldn't read, but USCIS didn't offer test in Braille",2020-03-07,topNewsHeadlines
Kenny Atkinson,2020-03-07,topTrendingOnSm
Scott Steiner,2020-03-07,topTrendingOnSm
#UFC248,2020-03-07,topTrendingOnSm
#BeBest,2020-03-07,topTrendingOnSm
#AskJhene,2020-03-07,topTrendingOnSm
Erik Prince,2020-03-07,topTrendingOnSm
#LakeShow,2020-03-07,topTrendingOnSm
#MILvsLAL,2020-03-07,topTrendingOnSm
Mike White,2020-03-07,topTrendingOnSm
Dr. Trump,2020-03-07,topTrendingOnSm
Sean O'Malley,2020-03-07,topTrendingOnSm
Goat James,2020-03-07,topTrendingOnSm
Updated 03:10When you and your friend are trying to figure out the controller buttons. <f0><9f><98><82>#UFC248 https://t.co/B5rY6D00Q3<e2><80><94> Durell <e2><80><9c>The Bull<e2><80><9d> Edwards (@Gamble_Healthy) ,2020-03-08,topTweets
KING <f0><9f><91><91> https://t.co/89pXShUtLM<e2><80><94> Los Angeles Lakers (@Lakers) ,2020-03-08,topTweets
<f0><9d><97><99><f0><9d><97><b9><f0><9d><97><b6><f0><9d><97><bd><f0><9d><97><bd><f0><9d><97><b2><f0><9d><97><b1> <f0><9d><98><81><f0><9d><97><b5><f0><9d><97><b2> <f0><9d><98><80><f0><9d><98><84><f0><9d><97><b6><f0><9d><98><81><f0><9d><97><b0><f0><9d><97><b5>. https://t.co/t8qHcGRUhY<e2><80><94> Saturday Night Live - SNL (@nbcsnl) ,2020-03-08,topTweets
"Trump's grandfather was killed by the flu, but president didn<e2><80><99>t know people died' from it",2020-03-08,topNewsHeadlines
A malfunction causes red wine to flow from faucets in an Italian town,2020-03-08,topNewsHeadlines
Erik Prince Recruits Ex-Spies to Help Infiltrate Liberal Groups,2020-03-08,topNewsHeadlines
"""SNL"": Elizabeth Warren appears in cold open on coronavirus",2020-03-08,topNewsHeadlines
Florida coronavirus death in Rep. Matt Gaetz<e2><80><99>s district comes days after criticisms he made light of epidemic,2020-03-08,topNewsHeadlines
"With No Braille Option, a Blind Man Failed His Citizenship Exam",2020-03-08,topNewsHeadlines
"Keep off cruises amid coronavirus outbreak, State Department says",2020-03-08,topNewsHeadlines
"Global coronavirus cases surpass 105,000",2020-03-08,topNewsHeadlines
Iranian official who took part in 1979 Iran hostage crisis dies of coronavirus,2020-03-08,topNewsHeadlines
A cancer patient quarantined on a cruise ship fears she won't make it home for her treatments,2020-03-08,topNewsHeadlines
Women pack streets in massive marches across Latin America,2020-03-08,topNewsHeadlines
#HappyWomensDay2020,2020-03-08,topTrendingOnSm
Lakers vs Clippers,2020-03-08,topTrendingOnSm
#WWEChamber,2020-03-08,topTrendingOnSm
Kate McKinnon,2020-03-08,topTrendingOnSm
#UFC248,2020-03-08,topTrendingOnSm
#90DayFiance,2020-03-08,topTrendingOnSm
#WhatsOnMySexTape,2020-03-08,topTrendingOnSm
Avery Bradley,2020-03-08,topTrendingOnSm
Jesse Jackson,2020-03-08,topTrendingOnSm
#DaylightSavingsTime,2020-03-08,topTrendingOnSm
Debbie Downer,2020-03-08,topTrendingOnSm
Rondo,2020-03-08,topTrendingOnSm
"Updated 03:08Italy has banned weddings and funerals for 16 million people. Japan has closed schools for a month. France and Iraq have banned public gatherings. The U.N. has canceled all physical meetings to address climate change. Americans are uncertain what to do about Coachella. https://t.co/xFR45Z8dZk<e2><80><94> James Hamblin (@jameshamblin) March 8, 2020Beware of the energy you let into your space .<e2><80><94> Lil Baby (@lilbaby4PF) ",2020-03-09,topTweets
23 years ago today we lost a legendRest in Peace to the Notorious B.I.G. <f0><9f><95><8a><ef><b8><8f><f0><9f><99><8f>https://t.co/r0qDkx91TN<e2><80><94> XXL Magazine (@XXL) ,2020-03-09,topTweets
"Max von Sydow, star of The Seventh Seal and The Exorcist, dies aged 90",2020-03-09,topNewsHeadlines
"Elizabeth Warren and Kate McKinnon's ""Flip the Switch"" Video",2020-03-09,topNewsHeadlines
Coronavirus Closures: Schools and universities closed amid COVID-19 outbreak,2020-03-09,topNewsHeadlines
Trump in the Time of the Coronavirus,2020-03-09,topNewsHeadlines
Vanessa Bryant Snaps Photo of Natalia in Front Kobe & Gianna Mural,2020-03-09,topNewsHeadlines
Saudi Aramco shares open 10% lower as oil price crash,2020-03-09,topNewsHeadlines
Sen. Ted Cruz and Rep. Paul Gosar will self-quarantine after interacting with individual with coronavirus,2020-03-09,topNewsHeadlines
